species_id,species_name,n,n_pos,n_pred_pos,n_neg,prevalence,tp,recall,precision,recall_bs_mean,recall_ci_lo,recall_ci_hi,recall_ci_width,B,attr,model
99,Ovenbird,30,24,26,6,0.8,20,0.8333333333333334,0.7692307692307693,0.8378319989855223,0.7111607142857144,0.9582167832167832,0.2470560689310688,100,has_bill_shape::all-purpose,baseline
100,Brown Pelican,30,2,1,28,0.06666666666666667,0,0.0,0.0,0.0,0.0,0.0,0.0,100,has_bill_shape::all-purpose,baseline
102,Western Wood Pewee,30,24,21,6,0.8,17,0.7083333333333334,0.8095238095238095,0.7097668311903271,0.5113095238095238,0.8947222222222221,0.3834126984126983,100,has_bill_shape::all-purpose,baseline
112,Great Grey Shrike,30,6,14,24,0.2,3,0.5,0.21428571428571427,0.47951695526695526,0.0,0.9321428571428559,0.9321428571428559,100,has_bill_shape::all-purpose,baseline
103,Sayornis,30,20,29,10,0.6666666666666666,20,1.0,0.6896551724137931,1.0,1.0,1.0,0.0,100,has_bill_shape::all-purpose,baseline
104,American Pipit,30,24,26,6,0.8,20,0.8333333333333334,0.7692307692307693,0.8195612761030145,0.6938963210702341,0.9565217391304348,0.2626254180602007,100,has_bill_shape::all-purpose,baseline
106,Horned Puffin,30,4,0,26,0.13333333333333333,0,0.0,,0.0,0.0,0.0,0.0,100,has_bill_shape::all-purpose,baseline
107,Common Raven,30,14,13,16,0.4666666666666667,7,0.5,0.5384615384615384,0.5062535246027808,0.2857142857142857,0.7645833333333331,0.47886904761904736,100,has_bill_shape::all-purpose,baseline
108,White necked Raven,30,3,5,27,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,100,has_bill_shape::all-purpose,baseline
109,American Redstart,30,18,24,12,0.6,15,0.8333333333333334,0.625,0.8416618055547151,0.6857730263157895,1.0,0.3142269736842105,100,has_bill_shape::all-purpose,baseline
110,Geococcyx,30,11,8,19,0.36666666666666664,3,0.2727272727272727,0.375,0.2690656035141329,0.0,0.5638888888888888,0.5638888888888888,100,has_bill_shape::all-purpose,baseline
111,Loggerhead Shrike,30,7,11,23,0.23333333333333334,1,0.14285714285714285,0.09090909090909091,0.1603398268398268,0.0,0.5524999999999991,0.5524999999999991,100,has_bill_shape::all-purpose,baseline
142,Black Tern,30,18,9,12,0.6,7,0.3888888888888889,0.7777777777777778,0.3762061428165917,0.17647058823529413,0.607536764705882,0.43106617647058787,100,has_bill_shape::all-purpose,baseline
144,Common Tern,30,9,2,21,0.3,1,0.1111111111111111,0.5,0.10500203962703962,0.0,0.4,0.4,100,has_bill_shape::all-purpose,baseline
90,Red breasted Merganser,30,3,1,27,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,100,has_bill_shape::all-purpose,baseline
145,Elegant Tern,30,2,3,28,0.06666666666666667,0,0.0,0.0,0.0,0.0,0.0,0.0,100,has_bill_shape::all-purpose,baseline
176,Prairie Warbler,30,25,30,5,0.8333333333333334,25,1.0,0.8333333333333334,1.0,1.0,1.0,0.0,100,has_bill_shape::all-purpose,baseline
177,Prothonotary Warbler,30,25,30,5,0.8333333333333334,25,1.0,0.8333333333333334,1.0,1.0,1.0,0.0,100,has_bill_shape::all-purpose,baseline
180,Wilson Warbler,30,23,29,7,0.7666666666666667,22,0.9565217391304348,0.7586206896551724,0.9632333522566932,0.875,1.0,0.125,100,has_bill_shape::all-purpose,baseline
182,Yellow Warbler,30,24,30,6,0.8,24,1.0,0.8,1.0,1.0,1.0,0.0,100,has_bill_shape::all-purpose,baseline
