sid_A,sid_B,species_A,species_B,gap_mean,gap_std,n_runs,npos_bin,nneg_bin,gap_ci_lo,gap_ci_hi,gap_p,gap_snr,concept,j
106,101,Horned Puffin,White Pelican,0.0942164013377557,0.0024522600069171122,3,10,10,0.09269554905258803,0.09683852037351035,0.0,38.420233186358054,large feet,187
106,147,Horned Puffin,Least Tern,0.017268731227086054,0.006186292035264522,3,12,13,0.01268843209354693,0.02381151308318827,0.0,2.7914510220105058,large feet,187
141,2,Artic Tern,Laysan Albatross,0.04957856481267061,0.0036774014654493915,3,13,16,0.04662574330832519,0.05340503493612411,0.0,13.481956012961446,large feet,187
141,22,Artic Tern,Chuck will Widow,0.3989717972459698,0.019375757279265368,6,10,16,0.37572535169079607,0.4185935848616394,0.0,20.591287941676033,large feet,187
141,29,Artic Tern,American Crow,0.08969442775351588,0.006543517478387734,3,13,14,0.08284463817809525,0.09482195391402963,0.0,13.707371919774932,large feet,187
141,30,Artic Tern,Fish Crow,0.18475102533074703,0.011436324965713892,6,11,16,0.1700232274422533,0.19301263687851644,0.0,16.154754772050982,large feet,187
141,46,Artic Tern,Gadwall,0.08835678469750459,0.001846086795874823,6,13,16,0.08697073159488777,0.09072885507490092,0.0,47.86166330157432,large feet,187
141,64,Artic Tern,Ring billed Gull,0.13853458523162124,0.012388134683924235,3,13,12,0.13056086846064818,0.15177532396641513,0.0,11.18284461341958,large feet,187
141,84,Artic Tern,Red legged Kittiwake,0.18981618381437046,1.996502082777362e-07,3,13,10,0.1898159833046793,0.18981635961139232,0.0,950738.9684830548,large feet,187
141,101,Artic Tern,White Pelican,0.1159793274935194,0.021662779347335227,3,10,10,0.09407642342648864,0.13480129883520559,0.0,5.353852597978493,large feet,187
141,106,Artic Tern,Horned Puffin,0.015254673936334914,0.008630337564256947,6,12,16,0.008578741638572085,0.026317751997547822,0.0,1.7675639939908587,large feet,187
141,147,Artic Tern,Least Tern,0.03183605386315761,0.018496280898200677,6,13,13,0.017409465373540378,0.05552799086897242,0.0,1.7212137962574638,large feet,187
147,2,Least Tern,Laysan Albatross,0.025738062350870766,0.02273664558957682,3,14,13,0.0017473031945585472,0.04283219091919495,0.0,1.1320078966062557,large feet,187
147,29,Least Tern,American Crow,0.1307529409903777,0.012017679897830558,3,16,13,0.1179398070809582,0.13896262118473648,0.0,10.880048569366645,large feet,187
147,30,Least Tern,Fish Crow,0.17864361668085357,0.019495848224192737,6,11,13,0.15945487438002492,0.20234310212219941,0.0,9.163162054678311,large feet,187
147,46,Least Tern,Gadwall,0.06224223446372682,0.022801782106959732,3,14,13,0.03818035503311487,0.07937481213746628,0.0,2.729709202948618,large feet,187
147,62,Least Tern,Herring Gull,0.09345613694357235,0.0016295731684466042,6,17,11,0.0915411569976523,0.0951679642046167,0.0,57.350070985342526,large feet,187
147,64,Least Tern,Ring billed Gull,0.11579005739357744,0.00046087500190875063,3,17,12,0.11530374133893267,0.1161364698972622,0.0,251.23961304645306,large feet,187
147,84,Least Tern,Red legged Kittiwake,0.15798012995121283,0.017635659441585697,12,13,10,0.134287980352369,0.17240674751455864,0.0,8.95799391372519,large feet,187
147,87,Least Tern,Mallard,0.06664387904308518,0.011773729197978996,3,15,13,0.05541842605753288,0.07778795687994886,0.0,5.660388303211905,large feet,187
147,101,Least Tern,White Pelican,0.09924021143736883,0.017960969161271604,9,10,10,0.08011926199351682,0.12128750001326793,0.0,5.525326085734312,large feet,187
147,106,Least Tern,Horned Puffin,0.017268731227086054,0.005275687574013613,12,12,13,0.012568879676150946,0.02427738598103657,0.0,3.2732664665119966,large feet,187
147,141,Least Tern,Artic Tern,0.03183605386315761,0.01763551187661221,12,13,13,0.017409465373540378,0.05552799086897242,0.0,1.8052242591026006,large feet,187
16,26,Painted Bunting,Bronzed Cowbird,0.15717912722520755,2.505424090884316e-08,15,10,18,0.15717909424329513,0.15717915165001983,0.0,6273303.369824383,a Scarlet-red body,6
16,69,Painted Bunting,Rufous Hummingbird,0.06994468973718489,9.4667340492588e-08,18,10,18,0.06994456187747933,0.06994477452259706,0.0,738839.2927692776,a Scarlet-red body,6
16,97,Painted Bunting,Orchard Oriole,0.08207895854501716,5.5763945460332894e-08,15,10,18,0.08207888649799477,0.0820790160251027,0.0,1471873.734789217,a Scarlet-red body,6
16,137,Painted Bunting,Cliff Swallow,0.26688044646361486,7.198752804882496e-08,6,10,18,0.2668803567024437,0.26688051219975983,0.0,3707263.555696095,a Scarlet-red body,6
16,188,Painted Bunting,Pileated Woodpecker,0.08430043743667799,0.007122422719502032,15,10,11,0.07686594589019635,0.09345521198109419,0.0,11.83592167227277,a Scarlet-red body,6
16,189,Painted Bunting,Red bellied Woodpecker,0.024495050785703205,0.005588889513259692,9,10,13,0.017085463843885984,0.02888620956432897,0.0,4.382811777403303,a Scarlet-red body,6
26,16,Bronzed Cowbird,Painted Bunting,0.15717912722520755,2.6514916293422704e-08,6,10,18,0.15717909424329513,0.15717915165001983,0.0,5927727.538655564,a Scarlet-red body,6
26,69,Bronzed Cowbird,Rufous Hummingbird,0.08723443748802266,8.706421289116448e-08,3,10,20,0.08723436413865217,0.08723452668945209,0.0,1001943.6533977091,a Scarlet-red body,6
26,97,Bronzed Cowbird,Orchard Oriole,0.07510016868019039,7.125158103921607e-08,12,10,19,0.07510011975720499,0.07510026515202506,0.0,1053999.273919027,a Scarlet-red body,6
26,137,Bronzed Cowbird,Cliff Swallow,0.10970131923840731,4.859288096031794e-08,12,10,20,0.10970126245914857,0.10970137641745215,0.0,2257513.0257241665,a Scarlet-red body,6
26,188,Bronzed Cowbird,Pileated Woodpecker,0.07287868978852956,0.007122411852239216,15,10,11,0.06372393966892564,0.08031318989211134,0.0,10.232304911626938,a Scarlet-red body,6
26,189,Bronzed Cowbird,Red bellied Woodpecker,0.13268407643950433,0.0054542064914305305,15,10,13,0.12829288467896616,0.1400936719384217,0.0,24.32692576338029,a Scarlet-red body,6
69,16,Rufous Hummingbird,Painted Bunting,0.06994468973718489,9.522916940487364e-08,15,10,18,0.06994456187747933,0.06994477452259706,0.0,734480.3666137897,a Scarlet-red body,6
69,26,Rufous Hummingbird,Bronzed Cowbird,0.08723443748802266,7.424861022657833e-08,12,10,20,0.08723436125971062,0.0872345323658158,0.0,1174880.7464688385,a Scarlet-red body,6
69,97,Rufous Hummingbird,Orchard Oriole,0.012134268807832268,1.0920080693362897e-07,24,10,19,0.012134153686516491,0.012134411234474674,0.0,111117.83905926826,a Scarlet-red body,6
69,137,Rufous Hummingbird,Cliff Swallow,0.19693575672642996,2.857390080442443e-08,9,10,20,0.19693573767716277,0.19693579482496437,0.0,6891913.923842464,a Scarlet-red body,6
69,188,Rufous Hummingbird,Pileated Woodpecker,0.014355747699493104,0.008427365164284387,3,10,11,0.00720689242728253,0.022966734839198314,0.0,1.7034680968412337,a Scarlet-red body,6
69,189,Rufous Hummingbird,Red bellied Woodpecker,0.045449638951481686,0.005422088223407441,18,10,13,0.04105835231315036,0.05285931067871108,0.0,8.382312694007979,a Scarlet-red body,6
97,16,Orchard Oriole,Painted Bunting,0.08207895854501716,5.6268606837020336e-08,12,10,18,0.08207888649799477,0.0820790160251027,0.0,1458673.041429829,a Scarlet-red body,6
97,26,Orchard Oriole,Bronzed Cowbird,0.07510016868019039,7.23563225939032e-08,9,10,19,0.07510011975720499,0.07510026515202506,0.0,1037906.9593506254,a Scarlet-red body,6
97,69,Orchard Oriole,Rufous Hummingbird,0.012134268807832268,1.0954152790800564e-07,21,10,19,0.012134153686516491,0.012134411234474674,0.0,110772.21823858847,a Scarlet-red body,6
97,137,Orchard Oriole,Cliff Swallow,0.1848014879185977,8.489984678479685e-08,15,10,19,0.1848013835904897,0.18480158399064628,0.0,2176674.260823627,a Scarlet-red body,6
97,188,Orchard Oriole,Pileated Woodpecker,0.005696858981598403,0.004723033625854396,9,10,11,0.000501181326789446,0.011376325483099414,0.0,1.206186411463809,a Scarlet-red body,6
97,189,Orchard Oriole,Red bellied Woodpecker,0.057583907759313956,0.00535937211537093,30,10,13,0.05319276354762503,0.06499355218121672,0.0,10.744525013185049,a Scarlet-red body,6
137,16,Cliff Swallow,Painted Bunting,0.26688044646361486,6.970162431682454e-08,9,10,18,0.2668803567024437,0.26688051219975983,0.0,3828843.592036696,a Scarlet-red body,6
137,26,Cliff Swallow,Bronzed Cowbird,0.10970131923840731,4.859288096031794e-08,12,10,20,0.10970126245914857,0.10970137641745215,0.0,2257513.0257241665,a Scarlet-red body,6
137,69,Cliff Swallow,Rufous Hummingbird,0.19693575672642996,2.760501077462124e-08,21,10,20,0.19693573767716277,0.19693579482496437,0.0,7133799.89358973,a Scarlet-red body,6
137,97,Cliff Swallow,Orchard Oriole,0.18480148791859768,8.699645500418642e-08,9,10,19,0.1848013835904897,0.18480158399064628,0.0,2124217.1729012625,a Scarlet-red body,6
137,188,Cliff Swallow,Pileated Woodpecker,0.18258000902693686,0.0071868861339812904,12,10,11,0.17342525850754686,0.19001456630956348,0.0,25.40460577749395,a Scarlet-red body,6
137,189,Cliff Swallow,Red bellied Woodpecker,0.24238539567791165,0.005369683491561845,27,10,13,0.23799414713811473,0.24979504835587385,0.0,45.13960571673675,a Scarlet-red body,6
188,16,Pileated Woodpecker,Painted Bunting,0.08430043743667799,0.007122422719502032,15,10,11,0.07686594589019635,0.09345521198109419,0.0,11.83592167227277,a Scarlet-red body,6
188,26,Pileated Woodpecker,Bronzed Cowbird,0.07287868978852956,0.007537652198401553,6,10,11,0.06372393966892564,0.08031318989211134,0.0,9.668619334056793,a Scarlet-red body,6
188,69,Pileated Woodpecker,Rufous Hummingbird,0.014355747699493104,0.007186881160062993,12,10,11,0.006921171367599288,0.023510479169615905,0.0,1.9974934019042248,a Scarlet-red body,6
188,97,Pileated Woodpecker,Orchard Oriole,0.005696858981598403,0.00545368947055738,3,10,11,0.0007367757671952913,0.01106816271568976,0.0,1.0445880740568791,a Scarlet-red body,6
188,137,Pileated Woodpecker,Cliff Swallow,0.18258000902693686,0.00702891330169111,24,10,11,0.17342525850754686,0.19001456630956348,0.0,25.975567084748896,a Scarlet-red body,6
188,189,Pileated Woodpecker,Red bellied Woodpecker,0.06686758674563613,0.004673227259696855,12,17,11,0.0609262518544873,0.07172348698505249,0.0,14.308652889195265,a Scarlet-red body,6
189,16,Red bellied Woodpecker,Painted Bunting,0.024495050785703205,0.005422019245429784,18,10,13,0.017085463843885984,0.02888620956432897,0.0,4.517698973833847,a Scarlet-red body,6
189,26,Red bellied Woodpecker,Bronzed Cowbird,0.13268407643950436,0.005422028001205373,18,10,13,0.12829288467896616,0.1400936719384217,0.0,24.471300477521694,a Scarlet-red body,6
189,69,Red bellied Woodpecker,Rufous Hummingbird,0.045449638951481686,0.005454267071037529,15,10,13,0.04105835231315036,0.05285931067871108,0.0,8.332859090177124,a Scarlet-red body,6
189,97,Red bellied Woodpecker,Orchard Oriole,0.057583907759313956,0.0053826232966251815,24,10,13,0.05319276354762503,0.06499355218121672,0.0,10.698112161168705,a Scarlet-red body,6
189,137,Red bellied Woodpecker,Cliff Swallow,0.24238539567791165,0.005422071888155609,18,10,13,0.23799414713811473,0.24979504835587385,0.0,44.70346403239203,a Scarlet-red body,6
189,188,Red bellied Woodpecker,Pileated Woodpecker,0.06686758674563613,0.004559506393089189,27,17,11,0.0609262518544873,0.07172348698505249,0.0,14.665531960284408,a Scarlet-red body,6
7,10,Parakeet Auklet,Red winged Blackbird,0.06069716776091749,0.007068945459931296,3,11,12,0.05314683731159724,0.0647784965339862,0.0,8.586452971858261,a red cap on the head,78
7,56,Parakeet Auklet,Pine Grosbeak,0.11765018143277306,0.006392640148400018,12,11,12,0.1103787351588632,0.12535224111584276,0.0,18.404005025031033,a red cap on the head,78
7,58,Parakeet Auklet,Pigeon Guillemot,0.0943209120438429,0.020557331080282987,6,11,12,0.07430059796239075,0.11941898128243345,0.0,4.588188596608248,a red cap on the head,78
7,67,Parakeet Auklet,Anna Hummingbird,0.0032647721880696054,7.068140320747641e-08,12,11,12,0.003264701725841923,0.00326486350496058,0.0,46189.32067839305,a red cap on the head,78
7,68,Parakeet Auklet,Ruby throated Hummingbird,0.06622224707369044,0.0035239205426671675,9,10,12,0.061523686350180684,0.06857154553293632,0.0,18.792207784791955,a red cap on the head,78
7,137,Parakeet Auklet,Cliff Swallow,0.20137320888161403,0.01107377210404216,6,11,12,0.1906281885470701,0.2149123547866305,0.0,18.18469867100876,a red cap on the head,78
7,188,Parakeet Auklet,Pileated Woodpecker,0.027765858197933684,0.007961678366938035,6,11,11,0.018266031454827636,0.035914355379169316,0.0,3.4874378133318964,a red cap on the head,78
7,189,Parakeet Auklet,Red bellied Woodpecker,0.011778935951183475,0.004370630026484921,3,11,12,0.009255537236199063,0.016447197926481295,0.0,2.6950201406001097,a red cap on the head,78
10,7,Red winged Blackbird,Parakeet Auklet,0.06069716776091749,0.006322657031057957,6,11,12,0.052534652633072554,0.06477850444611355,0.0,9.599946265179785,a red cap on the head,78
10,56,Red winged Blackbird,Pine Grosbeak,0.18615085325450956,0.008827262317990124,3,12,12,0.17782970381920643,0.194599680936397,0.0,21.088175079383614,a red cap on the head,78
10,58,Red winged Blackbird,Pigeon Guillemot,0.023654552979774073,0.014656238303665917,6,12,14,0.013922479780980046,0.04257305252903476,0.0,1.6139579944086662,a red cap on the head,78
10,67,Red winged Blackbird,Anna Hummingbird,0.057432395572847884,0.007068927398820523,3,11,18,0.04988208828174058,0.06151364430089588,0.0,8.12462659813228,a red cap on the head,78
10,68,Red winged Blackbird,Ruby throated Hummingbird,0.008195130225502814,0.0017047567131272825,3,10,18,0.006772138283739898,0.009947714107834332,0.0,4.807213931225462,a red cap on the head,78
10,137,Red winged Blackbird,Cliff Swallow,0.12871308439986573,0.0056653347211222255,21,12,16,0.12120274488462957,0.13435174927274207,0.0,22.719413893986125,a red cap on the head,78
10,188,Red winged Blackbird,Pileated Woodpecker,0.03610390364648486,0.020292587590400327,3,12,11,0.022522469953798096,0.05776415003581659,0.0,1.7791670719107857,a red cap on the head,78
10,189,Red winged Blackbird,Red bellied Woodpecker,0.08020366256982292,5.8101331795247095e-08,3,12,18,0.08020361097633086,0.08020372065193007,0.0,1380386.2958970566,a red cap on the head,78
56,7,Pine Grosbeak,Parakeet Auklet,0.11765018143277306,0.006704657550809689,6,11,12,0.1103787351588632,0.12535224111584276,0.0,17.547530283782724,a red cap on the head,78
56,10,Pine Grosbeak,Red winged Blackbird,0.18615085325450956,0.007895343439299313,6,12,12,0.17739965435955174,0.1950522618513313,0.0,23.57729649914413,a red cap on the head,78
56,68,Pine Grosbeak,Ruby throated Hummingbird,0.17285694255264086,0.008391309927445906,9,10,12,0.1618147812647448,0.17993957647255165,0.0,20.599518314377697,a red cap on the head,78
56,84,Pine Grosbeak,Red legged Kittiwake,0.3806135319026798,0.006704766688248927,6,11,12,0.3733419673545104,0.38831571703385703,0.0,56.76760274343214,a red cap on the head,78
56,137,Pine Grosbeak,Cliff Swallow,0.30662610133277396,0.005773054625602135,3,14,12,0.3021625081415674,0.31268665643801963,0.0,53.113320618836035,a red cap on the head,78
56,188,Pine Grosbeak,Pileated Woodpecker,0.113683873268333,0.00917801174330837,3,18,11,0.10416617752988973,0.12114292954850142,0.0,12.386546937993694,a red cap on the head,78
56,189,Pine Grosbeak,Red bellied Woodpecker,0.10594719068468665,0.007527865293689038,12,12,12,0.097196045696896,0.11484853774067638,0.0,14.07400192979451,a red cap on the head,78
58,7,Pigeon Guillemot,Parakeet Auklet,0.0943209120438429,0.020557331080282987,6,11,12,0.07430059796239075,0.11941898128243345,0.0,4.588188596608248,a red cap on the head,78
58,10,Pigeon Guillemot,Red winged Blackbird,0.023654552979774073,0.014656238303665917,6,12,14,0.013922479780980046,0.04257305252903476,0.0,1.6139579944086662,a red cap on the head,78
58,56,Pigeon Guillemot,Pine Grosbeak,0.2104623454870996,0.005772977078425046,3,14,12,0.20599878300287375,0.2165228111394925,0.0,36.45646649753551,a red cap on the head,78
58,67,Pigeon Guillemot,Anna Hummingbird,0.09105613985577328,0.01942478199893989,15,11,14,0.07103589623654882,0.11615411777747287,0.0,4.687627374971573,a red cap on the head,78
58,68,Pigeon Guillemot,Ruby throated Hummingbird,0.04011003084589174,0.025097297559349092,6,10,14,0.012209226116755567,0.06832583725584518,0.0,1.598181268299623,a red cap on the head,78
58,84,Pigeon Guillemot,Red legged Kittiwake,0.16864243842606388,0.022983674067154593,3,11,12,0.1450532792242695,0.18791551184206137,0.0,7.337488250398103,a red cap on the head,78
58,188,Pigeon Guillemot,Pileated Woodpecker,0.07825393495345379,0.014178448102064232,9,14,11,0.0643001718082028,0.09627650458410664,0.0,5.519217222126138,a red cap on the head,78
58,189,Pigeon Guillemot,Red bellied Woodpecker,0.103858215549597,0.014656286310944653,6,12,14,0.09412608844363579,0.12277677663968967,0.0,7.086257278213384,a red cap on the head,78
67,7,Anna Hummingbird,Parakeet Auklet,0.0032647721880696054,7.177730426889003e-08,9,11,12,0.003264701725841923,0.00326486350496058,0.0,45484.1086220062,a red cap on the head,78
67,56,Anna Hummingbird,Pine Grosbeak,0.12091495362084265,0.006491827502886858,9,11,12,0.11364343688470513,0.12861710462080334,0.0,18.625718805443785,a red cap on the head,78
67,58,Anna Hummingbird,Pigeon Guillemot,0.09105613985577328,0.01942478199893989,15,11,14,0.07103589623654882,0.11615411777747287,0.0,4.687627374971573,a red cap on the head,78
67,68,Anna Hummingbird,Ruby throated Hummingbird,0.05213882471219492,0.0018190008119845775,18,10,19,0.04963884721992107,0.0533888848297176,0.0,28.663442226090407,a red cap on the head,78
67,84,Anna Hummingbird,Red legged Kittiwake,0.2596985782818372,3.814758206578095e-08,6,11,12,0.2596985304698053,0.2596986124130537,0.0,6807555.201764243,a red cap on the head,78
67,137,Anna Hummingbird,Cliff Swallow,0.19810843669354442,0.012380770736544212,3,11,16,0.1877610290790535,0.2108308333164732,0.0,16.001300798890345,a red cap on the head,78
67,188,Anna Hummingbird,Pileated Woodpecker,0.024501086009864077,0.007961608768947144,6,11,11,0.015001329728985713,0.032649491874208736,0.0,3.07740391644825,a red cap on the head,78
67,189,Anna Hummingbird,Red bellied Woodpecker,0.015043708139253079,0.004370611966271344,3,11,18,0.012520275636360396,0.01971195328038957,0.0,3.4420141279769454,a red cap on the head,78
68,7,Ruby throated Hummingbird,Parakeet Auklet,0.06622224707369044,0.004069072947823484,3,10,12,0.06187607749956937,0.06857154372318722,0.0,16.274529335444253,a red cap on the head,78
68,10,Ruby throated Hummingbird,Red winged Blackbird,0.008195130225502814,0.0015247807582606846,6,10,18,0.006717652140710184,0.0100603635344938,0.0,5.374628565929937,a red cap on the head,78
68,56,Ruby throated Hummingbird,Pine Grosbeak,0.17285694255264086,0.008666507627163457,6,10,12,0.1618147812647448,0.17993957647255165,0.0,19.94539784294535,a red cap on the head,78
68,58,Ruby throated Hummingbird,Pigeon Guillemot,0.04011003084589174,0.025097297559349092,6,10,14,0.012209226116755567,0.06832583725584518,0.0,1.598181268299623,a red cap on the head,78
68,67,Ruby throated Hummingbird,Anna Hummingbird,0.05213882471219492,0.0019364742397462004,6,10,19,0.04963884721992107,0.0533888848297176,0.0,26.924615683038347,a red cap on the head,78
68,84,Ruby throated Hummingbird,Red legged Kittiwake,0.20778224353813002,0.011348343844070685,6,10,12,0.19313159463342688,0.2151076540828858,0.0,18.309477257193187,a red cap on the head,78
68,137,Ruby throated Hummingbird,Cliff Swallow,0.14318977487704931,0.03190819183907661,6,10,16,0.10235398418323749,0.1682975030416085,0.0,4.487555283443022,a red cap on the head,78
68,188,Ruby throated Hummingbird,Pileated Woodpecker,0.019562689826796358,0.008288098408172911,12,10,11,0.010607757381030702,0.029897559877419155,0.0,2.360335128881338,a red cap on the head,78
68,189,Ruby throated Hummingbird,Red bellied Woodpecker,0.0669638265522771,0.005997426300847586,15,10,18,0.059338098259516414,0.07337341404385223,0.0,11.165427165257206,a red cap on the head,78
84,7,Red legged Kittiwake,Parakeet Auklet,0.26296335046990676,1.0913751370482475e-07,6,11,12,0.2629632321956472,0.2629634759180143,0.0,2409445.955816437,a red cap on the head,78
84,10,Red legged Kittiwake,Red winged Blackbird,0.2022661827089893,0.007068939246883159,3,11,12,0.19818489026607183,0.20981650470343202,0.0,28.613371202696253,a red cap on the head,78
84,56,Red legged Kittiwake,Pine Grosbeak,0.3806135319026798,0.007496157044100375,3,11,12,0.3736840145527685,0.3879090767481478,0.0,50.77448746240659,a red cap on the head,78
84,58,Red legged Kittiwake,Pigeon Guillemot,0.16864243842606388,0.0196005431024049,12,11,12,0.14354449463558083,0.18866263423325647,0.0,8.603967631732013,a red cap on the head,78
84,67,Red legged Kittiwake,Anna Hummingbird,0.2596985782818372,4.265029333816902e-08,3,11,12,0.25969853354444766,0.25969861139053363,0.0,6088879.327123021,a red cap on the head,78
84,68,Red legged Kittiwake,Ruby throated Hummingbird,0.20778224353813002,0.010987986678780304,9,10,12,0.19313159463342688,0.2151076540828858,0.0,18.909946798578066,a red cap on the head,78
84,137,Red legged Kittiwake,Cliff Swallow,0.061590141588292756,0.010722029183509169,9,11,12,0.04805112113138377,0.07233504364857712,0.0,5.7442616997607265,a red cap on the head,78
84,188,Red legged Kittiwake,Pileated Woodpecker,0.2351974922719731,0.00890130703513863,3,11,11,0.22738897228871546,0.24415464848059135,0.0,26.42280412495481,a red cap on the head,78
84,189,Red legged Kittiwake,Red bellied Woodpecker,0.2747422864210903,0.003693851313070481,15,11,12,0.2722187996052855,0.2797890480918477,0.0,74.378274343245,a red cap on the head,78
137,7,Cliff Swallow,Parakeet Auklet,0.20137320888161403,0.010722133734662888,9,11,12,0.1906281885470701,0.2149123547866305,0.0,18.78107602890893,a red cap on the head,78
137,56,Cliff Swallow,Pine Grosbeak,0.30662610133277396,0.00499961196320671,9,14,12,0.30202646527478805,0.3131045161131588,0.0,61.329979912036315,a red cap on the head,78
137,58,Cliff Swallow,Pigeon Guillemot,0.09616375584567434,7.540881663916201e-08,9,14,14,0.09616368673288367,0.0961638536440873,0.0,1275215.3516805442,a red cap on the head,78
137,67,Cliff Swallow,Anna Hummingbird,0.19810843669354442,0.011073697992301202,6,11,16,0.18736348682122816,0.21164749128166993,0.0,17.88999815719969,a red cap on the head,78
137,84,Cliff Swallow,Red legged Kittiwake,0.061590141588292756,0.01055832446817649,12,11,12,0.04805112113138377,0.07233504364857712,0.0,5.833325331883512,a red cap on the head,78
137,188,Cliff Swallow,Pileated Woodpecker,0.17441769079912814,0.016371812779292623,3,14,11,0.16095826493972237,0.19133566091699755,0.0,10.653535631013408,a red cap on the head,78
137,189,Cliff Swallow,Red bellied Woodpecker,0.20891674696968865,0.006771424603411333,3,12,16,0.20187545656884023,0.21436712041314632,0.0,30.852702226587162,a red cap on the head,78
188,7,Pileated Woodpecker,Parakeet Auklet,0.027765858197933684,0.00770886193075272,9,11,11,0.018266031454827636,0.035914355379169316,0.0,3.6018102858434147,a red cap on the head,78
188,10,Pileated Woodpecker,Red winged Blackbird,0.03610390364648486,0.01730557684392928,12,12,11,0.02230789373447062,0.05940439908396378,0.0,2.0862583183445684,a red cap on the head,78
188,56,Pileated Woodpecker,Pine Grosbeak,0.113683873268333,0.008209063262531548,6,18,11,0.10353777623973792,0.12140804152248708,0.0,13.848580479744783,a red cap on the head,78
188,58,Pileated Woodpecker,Pigeon Guillemot,0.07825393495345379,0.014178448102064232,9,14,11,0.0643001718082028,0.09627650458410664,0.0,5.519217222126138,a red cap on the head,78
188,67,Pileated Woodpecker,Anna Hummingbird,0.024501086009864077,0.008901349208812116,3,11,11,0.015543885063856316,0.03230963910181819,0.0,2.752513740597447,a red cap on the head,78
188,68,Pileated Woodpecker,Ruby throated Hummingbird,0.019562689826796358,0.008692630944996697,6,10,11,0.010607757381030702,0.029897559877419155,0.0,2.2504912434831663,a red cap on the head,78
188,84,Pileated Woodpecker,Red legged Kittiwake,0.2351974922719731,0.007708758019315199,9,11,11,0.22704912053884496,0.24469720074081958,0.0,30.510426148044562,a red cap on the head,78
188,137,Pileated Woodpecker,Cliff Swallow,0.17441769079912814,0.016371812779292623,3,14,11,0.16095826493972237,0.19133566091699755,0.0,10.653535631013408,a red cap on the head,78
188,189,Pileated Woodpecker,Red bellied Woodpecker,0.04409975892333806,0.017573939732847738,9,12,11,0.02079920957869197,0.05789583037618429,0.0,2.509383757496397,a red cap on the head,78
189,7,Red bellied Woodpecker,Parakeet Auklet,0.011778935951183475,0.003909210337488796,6,11,12,0.009255535648123314,0.01682570479578882,0.0,3.01312411747507,a red cap on the head,78
189,10,Red bellied Woodpecker,Red winged Blackbird,0.08020366256982292,5.8101331795247095e-08,3,12,18,0.08020361097633086,0.08020372065193007,0.0,1380386.2958970566,a red cap on the head,78
189,56,Red bellied Woodpecker,Pine Grosbeak,0.10594719068468665,0.007895291727854059,6,12,12,0.097196045696896,0.11484853774067638,0.0,13.419034321112296,a red cap on the head,78
189,58,Red bellied Woodpecker,Pigeon Guillemot,0.103858215549597,0.016386226244485932,3,12,14,0.09415337309972728,0.12137152688597846,0.0,6.338141192100762,a red cap on the head,78
189,67,Red bellied Woodpecker,Anna Hummingbird,0.015043708139253079,0.003909194183942697,6,11,18,0.012520269135480211,0.020090456129195133,0.0,3.8482887847316274,a red cap on the head,78
189,68,Red bellied Woodpecker,Ruby throated Hummingbird,0.0669638265522771,0.005997426300847586,15,10,18,0.059338098259516414,0.07337341404385223,0.0,11.165427165257206,a red cap on the head,78
189,84,Red bellied Woodpecker,Red legged Kittiwake,0.2747422864210903,0.003909204781773553,6,11,12,0.2722187996052855,0.2797890480918477,0.0,70.28086316474895,a red cap on the head,78
189,137,Red bellied Woodpecker,Cliff Swallow,0.20891674696968865,0.005722898314146446,15,12,16,0.2014063535472853,0.21455547338339698,0.0,36.50540957835323,a red cap on the head,78
189,188,Red bellied Woodpecker,Pileated Woodpecker,0.04409975892333806,0.016978038772234957,21,12,11,0.02079920957869197,0.05789583037618429,0.0,2.597458959326867,a red cap on the head,78
42,44,Vermilion Flycatcher,Frigatebird,0.02818208817949504,1.0690165146648578e-07,6,10,20,0.02818201576341306,0.028182226131760246,0.0,263623.8464892537,orange and black wings,200
42,58,Vermilion Flycatcher,Pigeon Guillemot,0.09213422151359744,0.029786416843247083,3,10,11,0.07384102229672909,0.12398342116057665,0.0,3.0931622959339653,orange and black wings,200
42,90,Vermilion Flycatcher,Red breasted Merganser,0.06803433562380164,2.8435793300161902e-08,6,10,20,0.06803429922411597,0.06803435795160861,0.0,2392475.6531326016,orange and black wings,200
42,96,Vermilion Flycatcher,Hooded Oriole,0.07080922395680418,0.010227301684284458,9,10,12,0.059820562837574864,0.08329645053739687,0.0,6.923548960982343,orange and black wings,200
42,98,Vermilion Flycatcher,Scott Oriole,0.016492801444983846,0.001975562648051998,3,10,13,0.014711948194804963,0.018449967448956505,0.0,8.348407200803353,orange and black wings,200
42,143,Vermilion Flycatcher,Caspian Tern,0.19033180186070844,0.0169308776982564,3,10,13,0.17231187915765642,0.2021784557155434,0.0,11.241697284782099,orange and black wings,200
42,145,Vermilion Flycatcher,Elegant Tern,0.14566435148360324,0.017819575665520188,3,10,15,0.1266570716485247,0.15775048797970703,0.0,8.174400682126267,orange and black wings,200
44,42,Frigatebird,Vermilion Flycatcher,0.02818208817949504,1.0350707895309313e-07,9,10,20,0.02818201576341306,0.028182226131760246,0.0,272269.45437047817,orange and black wings,200
44,50,Frigatebird,Eared Grebe,0.05406467548168618,8.186694013016203e-08,3,10,20,0.054064595448512776,0.05406475071831399,0.0,660388.8579061428,orange and black wings,200
44,51,Frigatebird,Horned Grebe,0.06290689919962893,9.119834350599527e-08,6,10,20,0.0629068013083327,0.06290700479678113,0.0,689773.5968405688,orange and black wings,200
