sid_A,sid_B,var_old,var_new,shift_B_fwd,shift_A_fwd,delta_z_old_mean,delta_z_new_mean,shift_A_bwd,leakage_sym,part
0,39,0,2,2.6916504464225e-05,-0.9368730783462524,-0.9951100587844849,0.9718855142593383,5.29994231328601e-06,1.6108223388755504e-05,foot
0,43,0,2,3.690327696403983e-05,-0.9368730783462524,-0.9951100587844849,0.9718855142593383,0.0002525082894862862,0.00014470578322516302,foot
0,45,0,3,0.005204347823746502,-0.7638652086257934,-0.9918284773826599,0.9773912906646729,0.022433494590222834,0.013818921206984669,foot
1,11,2,0,0.0005119126872159541,-0.8074472784996033,-0.9825485467910766,0.9997893691062927,0.0006464369485911448,0.0005791748179035494,foot
1,15,2,1,0.0014622739487094804,-0.18508342504501343,-0.7272927761077881,0.9790711402893066,6.95606388262604e-05,0.0007659172937678703,foot
1,49,2,3,0.000625293795565085,-0.26765167713165283,-0.8302437901496887,0.8898524522781373,0.00032671001681592313,0.0004760019061905041,foot
2,4,1,0,0.006986631359905004,-0.4571904897689819,-0.9586668968200683,0.9976734519004822,0.002579161780886352,0.004782896570395679,foot
2,14,1,0,0.00025439031596761195,-0.4571904897689819,-0.9586668968200683,0.9976734519004822,0.0005389118479797617,0.0003966510819736868,foot
2,16,1,2,0.00016971167269730358,-0.631738805770874,-0.8711826920509338,0.6310426473617554,0.0028623542049899696,0.0015160329388436366,foot
2,27,1,0,0.043637045100331305,-0.4571904897689819,-0.9586668968200683,0.9976734519004822,0.06500067710876464,0.05431886110454798,foot
2,33,1,3,6.255266780499368e-05,-0.6137038826942444,-0.9872132897377014,0.9689564824104309,0.0001074127427273197,8.49827052661567e-05,foot
2,35,1,3,0.00025413529510842636,-0.6137038826942444,-0.9872132897377014,0.9689564824104309,0.0002836345724062994,0.0002688849337573629,foot
2,39,1,2,0.0058173540281131865,-0.631738805770874,-0.8711826920509338,0.6310426473617554,0.06272383034229279,0.03427059218520299,foot
2,43,1,2,0.6073506981134414,-0.631738805770874,-0.8711826920509338,0.6310426473617554,0.7123879119753838,0.6598693050444127,foot
2,44,1,3,0.1838180676102638,-0.6137038826942444,-0.9872132897377014,0.9689564824104309,0.2254287379793823,0.20462340279482305,foot
3,9,2,1,0.00545693738386035,-0.3738882660865784,-0.9707030177116394,0.9629241347312927,0.0007568561228254112,0.0031068967533428807,foot
3,28,2,1,0.27733242958784105,-0.3738882660865784,-0.9707030177116394,0.9629241347312927,0.018809820816932186,0.1480711252023866,foot
3,48,2,3,0.0005679080728441477,-0.31580734848976133,-0.9759539484977722,0.9952174305915833,0.0004103708950424334,0.0004891394839432906,foot
4,23,0,1,0.04530504085123539,-0.5041484236717224,-0.9972519636154175,0.9664297819137573,0.011988138779997826,0.02864658981561661,foot
4,33,0,3,0.07945060301572085,-0.46886109113693236,-0.9981127381324768,0.9962381958961487,0.22794243395328523,0.15369651848450305,foot
4,36,0,3,0.001266701566419215,-0.46886109113693236,-0.9981127381324768,0.9962381958961487,0.00013563551256083882,0.0007011685394900269,foot
5,29,0,3,0.0036945777654182168,-0.6868930697441101,-0.999589490890503,0.9998135328292846,0.0004316058242693543,0.0020630917948437854,foot
5,40,0,2,0.22869409406266641,-0.48657406568527223,-0.965093994140625,0.7957933315978153,0.027882834717456718,0.12828846439006156,foot
6,11,1,0,4.003126482530206e-05,-0.37719686031341554,-0.8477219462394714,0.9991948366165161,0.0010765973400339135,0.0005583143024296078,foot
6,19,1,3,0.07431267611682416,-0.5694969892501831,-0.9448296189308166,0.9990203619003296,0.05369400749914348,0.06400334180798381,foot
6,22,1,2,0.0012112959870137275,-0.17766445875167847,-0.6291315793991089,0.7972897046245635,0.0004659065540181473,0.0008386012705159374,foot
6,26,1,0,1.1986051868007053e-05,-0.37719686031341554,-0.8477219462394714,0.9991948366165161,4.473973403946729e-05,2.836289295373717e-05,foot
6,30,1,0,0.00028407982281350994,-0.37719686031341554,-0.8477219462394714,0.9991948366165161,0.0016836732436786405,0.0009838765332460752,foot
6,36,1,3,0.18037111461162567,-0.5694969892501831,-0.9448296189308166,0.9990203619003296,0.22354153394699097,0.20195632427930832,foot
6,41,1,2,0.0016469935380655442,-0.17766445875167847,-0.6291315793991089,0.7972897046245635,0.03508060313761234,0.01836379833783894,foot
7,11,2,0,0.007516713533550501,-0.97470144033432,-0.9963593244552612,0.9978076696395874,0.011463992641074583,0.009490353087312543,foot
7,38,2,0,7.23508783721627e-05,-0.97470144033432,-0.9963593244552612,0.9978076696395874,0.00042176831630058587,0.00024705959733637426,foot
7,45,2,3,0.004166149883531034,-0.4776955246925354,-0.9521818161010742,0.9817222714424133,0.00785263701400254,0.006009393448766787,foot
8,12,3,2,0.0006197598588187248,-0.299365496635437,-0.9844895720481872,0.9994402527809143,0.00013560677907662467,0.0003776833189476747,foot
8,15,3,1,5.7548508630134164e-05,-0.17677266597747804,-0.9964506506919861,0.9987616896629333,3.5961019602837044e-05,4.67547641164856e-05,foot
8,30,3,0,0.0018305561825400218,-0.8673717617988587,-0.987400484085083,0.993688440322876,0.001424024539301172,0.0016272903609205968,foot
8,37,3,2,0.013075344823300838,-0.299365496635437,-0.9844895720481872,0.9994402527809143,0.001998671745241154,0.007537008284270996,foot
10,16,1,2,0.0008741580022615381,-0.3858830094337463,-0.5848977565765381,0.9756932139396668,0.0012272422085516156,0.0010507001054065768,foot
10,21,1,2,0.31495293974876404,-0.3858830094337463,-0.5848977565765381,0.9756932139396668,0.39101517796516416,0.3529840588569641,foot
10,27,1,0,0.2824951887130737,-0.6307062149047852,-0.6625490546226501,0.9994092583656311,0.4771893799304962,0.37984228432178496,foot
10,40,1,2,5.2884149272358624e-05,-0.3858830094337463,-0.5848977565765381,0.9756932139396668,9.838839869189542e-05,7.563627398212702e-05,foot
10,44,1,3,0.00010321422041670303,-0.3541438698768616,-0.7902101397514343,0.9978631019592286,0.0006542382412590087,0.00037872623083785585,foot
10,47,1,3,0.0002486543829945731,-0.3541438698768616,-0.7902101397514343,0.9978631019592286,0.0005765635344801012,0.00041260895873733715,foot
11,12,0,2,0.010721445939270779,-0.6299549460411071,-0.8265845656394959,0.8078680709004402,0.006750793196260929,0.008736119567765854,foot
11,19,0,3,0.0004760597330459859,-0.745191752910614,-0.8263568043708801,0.7729427620768548,0.0007196503371233121,0.0005978550350846489,foot
11,33,0,3,3.827603204626939e-05,-0.745191752910614,-0.8263568043708801,0.7729427620768548,0.0016981124645099044,0.0008681942482780869,foot
11,35,0,3,0.00012311524878896307,-0.745191752910614,-0.8263568043708801,0.7729427620768548,0.05626785513013601,0.028195485189462487,foot
13,14,2,0,4.3644609286275225e-05,-0.4951809287071228,-0.8852822780609131,0.8839008033275604,1.1607422050019522e-05,2.7626015668147372e-05,foot
13,18,2,3,0.19141107769683002,-0.21803258657455443,-0.8087488949298859,0.7497134085744619,0.08916262611746788,0.14028685190714896,foot
14,18,0,3,0.1000210266560316,-0.7214922785758973,-0.9952263355255127,0.9896259188652039,0.22639269270002843,0.16320685967803,foot
14,23,0,1,0.14400619491934777,-0.7536337971687317,-0.9998169660568237,0.9978612780570983,0.0011850708397105336,0.07259563287952915,foot
14,35,0,3,0.01801862963475287,-0.7214922785758973,-0.9952263355255127,0.9896259188652039,0.0026377512549515814,0.010328190444852225,foot
16,25,2,0,0.00042330481664976105,-0.7556230783462524,-0.9858961582183838,0.9934941172599793,0.0030361880897544326,0.0017297464532020968,foot
17,33,1,3,0.007106358604505658,-0.5227668404579162,-0.9797771334648132,0.9849129438400268,7.278764378497727e-05,0.0035895731241453177,foot
17,43,1,2,0.007205666338268202,-0.7671090245246888,-0.7094972252845764,0.9973597526550293,0.01760418480844237,0.012404925573355286,foot
18,20,3,2,0.024999096989631653,-0.45375308990478513,-0.8958278894424438,0.9401413559913635,0.0046081890817731615,0.014803643035702408,foot
18,30,3,0,0.21142320409417154,-0.5478495717048645,-0.9520384550094605,0.9700595259666442,0.023618922801688313,0.11752106344792992,foot
19,26,3,0,5.4619335924144255e-05,-0.2794182777404785,-0.9232925534248352,0.9925083160400391,6.266153286560439e-05,5.864043439487432e-05,foot
19,42,3,0,0.0003227700268325862,-0.2794182777404785,-0.9232925534248352,0.9925083160400391,4.102489210566773e-06,0.00016343625802157647,foot
19,43,3,2,0.03557952275386924,-0.18727240562438965,-0.8266632556915283,0.3542291180929169,0.007163691701134667,0.021371607227501952,foot
20,34,2,1,0.040304570272564885,-0.4353434324264526,-0.9830092549324035,0.9584185719490051,0.02239436060190201,0.03134946543723345,foot
20,36,2,3,0.6935690224170685,-0.7286313056945801,-0.9152012944221497,0.9854437232017517,0.21595294773578644,0.4547609850764275,foot
21,29,2,3,0.00043358720031392293,-0.13714953660964965,-0.8169300317764282,0.6728535473346711,0.00020791372462554137,0.0003207504624697322,foot
21,44,2,3,1.8155975618583396e-05,-0.13714953660964965,-0.8169300317764282,0.6728535473346711,3.4829733220931305e-05,2.649285441975735e-05,foot
22,24,2,1,0.0004146154999034479,-0.7183208286762237,-0.9298252701759339,0.8547292947769165,0.0003260908418042163,0.0003703531708538321,foot
22,28,2,1,0.9415782928466797,-0.7183208286762237,-0.9298252701759339,0.8547292947769165,0.2042471569016925,0.5729127248741861,foot
22,38,2,0,0.27529521882534025,-0.40966911911964415,-0.9297194242477417,0.9993830442428588,0.1600680763833225,0.21768164760433137,foot
22,44,2,3,0.10631155595183372,-0.22671067118644714,-0.929235577583313,0.9971220374107361,0.02315505638252944,0.06473330616718158,foot
23,32,1,0,0.0008919263273128308,-0.7227809429168701,-0.9798606991767883,0.9987579345703125,7.448672695318237e-05,0.0004832065271330066,foot
23,42,1,0,0.0001382822469167877,-0.7227809429168701,-0.9798606991767883,0.9987579345703125,6.994380255491706e-05,0.00010411302473585239,foot
23,48,1,3,0.0014827200124273078,-0.5691689372062683,-0.982696795463562,0.9952762961387634,0.002373039221856743,0.0019278796171420254,foot
24,31,1,0,0.0008808465066977078,-0.45063827037811277,-0.5706759214401245,0.9980183601379394,0.0004361741095635807,0.0006585103081306442,foot
24,47,1,3,0.00015644637478544609,-0.6218124151229858,-0.7760375022888184,0.9970649123191834,0.0005749963278958603,0.00036572135134065324,foot
25,29,0,3,0.0031993216663977362,-0.9353753447532653,-0.9973970413208008,0.994910728931427,0.00040108046669047327,0.0018002010665441048,foot
25,35,0,3,0.008494279207661748,-0.9353753447532653,-0.9973970413208008,0.994910728931427,0.019407777092419566,0.013951028150040658,foot
25,49,0,3,0.5426497161388397,-0.9353753447532653,-0.9973970413208008,0.994910728931427,0.10430828747339546,0.3234790018061176,foot
26,46,0,3,0.0010724414954893292,-0.13969156742095948,-0.9971585869789124,0.9808719515800476,0.000269835290418996,0.0006711383929541626,foot
27,34,0,1,5.0908262801385716e-05,-0.643383526802063,-0.9989773154258728,0.9801296591758728,4.6131760245771145e-05,4.852001152357843e-05,foot
27,39,0,2,0.17770967036485671,-0.7333240270614624,-0.9937405347824096,0.9941527247428894,0.43786185383796694,0.30778576210141184,foot
27,40,0,2,5.522640822164249e-05,-0.7333240270614624,-0.9937405347824096,0.9941527247428894,3.35230204200343e-05,4.437471432083839e-05,foot
28,39,1,2,0.0017216537659081154,-0.3329509198665619,-0.6558436393737793,0.7790775341913104,0.0017762814939487725,0.001748967629928444,foot
28,43,1,2,0.0006876019032242553,-0.3329509198665619,-0.6558436393737793,0.7790775341913104,6.581694669876015e-05,0.00037670942496150774,foot
29,34,3,1,0.09643136132508516,-0.609483289718628,-0.9900408744812011,0.9933751821517944,0.010534486453980207,0.053482923889532685,foot
31,46,0,3,0.010586220398545265,-0.7569501876831055,-0.9998180150985718,0.998797619342804,0.00030672205321025103,0.005446471225877758,foot
31,47,0,3,0.007034663797821849,-0.7569501876831055,-0.9998180150985718,0.998797619342804,6.576566689773245e-05,0.0035502147323597908,foot
31,49,0,3,0.0703755283728242,-0.7569501876831055,-0.9998180150985718,0.998797619342804,0.0023525777156464755,0.03636405304423534,foot
33,41,3,2,0.03566086480859667,-0.5070453643798828,-0.9986781597137451,0.8297389328479767,7.553271934739314e-05,0.01786819876397203,foot
35,37,3,2,0.008734882017597556,-0.3525086879730225,-0.9933156967163086,0.9971014022827148,0.0054414069280028345,0.007088144472800196,foot
36,43,3,2,3.503089101286605e-05,-0.744590950012207,-0.9566308379173278,0.8726729273796081,0.0030143435797072016,0.0015246872353600338,foot
37,48,2,3,8.183371483028168e-06,-0.6348211765289307,-0.7989982828497887,0.7978921357542277,6.700772689782752e-05,3.759554919042784e-05,foot
38,40,0,2,0.053364147618412974,-0.8521932363510132,-0.9996294498443603,0.9995749473571778,0.019807655792101288,0.036585901705257134,foot
38,48,0,3,0.009951157215982675,-0.7426745295524597,-0.9995112538337707,0.9990397572517395,0.0005656276933223125,0.005258392454652493,foot
39,47,2,3,0.00023669534932651003,-0.07230013012886047,-0.7982847213745117,0.7979301996529102,1.6020458663046355e-05,0.0001263579039947782,foot
40,48,2,3,0.003166533797048032,-0.4803973317146301,-0.9196741461753846,0.9967723608016967,0.0002215795608208282,0.0016940566789344302,foot
41,42,2,0,0.011252615600824356,-0.5639955997467041,-0.7825460568070411,0.9965140581130981,8.558173285564408e-05,0.00566909866684,foot
41,46,2,3,6.306798695732141e-07,-0.8250697731971741,-0.7725505858659745,0.8702552080154419,0.00029718527002842166,0.00014890797494899745,foot
41,49,2,3,9.694892241896014e-07,-0.8250697731971741,-0.7725505858659745,0.8702552080154419,0.00011257522783125751,5.677235852772355e-05,foot
42,46,0,3,7.427353214950472e-06,-0.7826605439186096,-0.9997511625289917,0.8347097188234329,0.0003467362253104511,0.0001770817892627008,foot
