sid_A,part,drop_A
35,wing,-0.029356539249420166
35,wing,-0.17129337787628174
35,wing,-0.11266034841537476
35,wing,-0.00887686014175415
35,wing,-0.0314827561378479
21,wing,0.0028406381607055664
21,wing,-0.05738610029220581
21,wing,0.0004355311393737793
21,wing,0.0004912018775939941
21,wing,0.0011349320411682129
33,wing,-0.084209144115448
33,wing,-0.08506220579147339
33,wing,-0.09056931734085083
33,wing,-0.0851210355758667
33,wing,-0.48578670620918274
31,wing,-0.022655189037322998
31,wing,-0.38999074697494507
31,wing,-0.050653934478759766
31,wing,-0.02783036231994629
31,wing,-0.3543277382850647
16,wing,-0.017204999923706055
16,wing,-0.8257248401641846
16,wing,-0.09319615364074707
16,wing,-0.824515700340271
16,wing,-0.7173118591308594
17,wing,-0.02097231149673462
17,wing,-0.0066471099853515625
17,wing,-0.024714350700378418
17,wing,-0.026656746864318848
17,wing,-0.02258211374282837
46,wing,-0.3999950885772705
46,wing,-0.8286435604095459
46,wing,0.039041221141815186
46,wing,0.8448431491851807
46,wing,0.011707842350006104
11,wing,-0.16081398725509644
11,wing,-0.1388537883758545
11,wing,-0.1378173828125
11,wing,-0.20480471849441528
11,wing,-0.12379103899002075
44,wing,-0.0004547238349914551
44,wing,-0.67705899477005
44,wing,-5.418062210083008e-05
44,wing,-0.008955299854278564
44,wing,-0.0006967782974243164
38,wing,-0.5878431797027588
38,wing,-0.7426254749298096
38,wing,-0.5686341524124146
38,wing,-0.5790272951126099
38,wing,-0.6081514358520508
42,wing,-0.001565396785736084
42,wing,-0.0014055371284484863
42,wing,-0.0018764138221740723
42,wing,-0.03351336717605591
42,wing,-0.0015279054641723633
14,wing,-0.7226266860961914
14,wing,-0.10006880760192871
14,wing,-0.4042767286300659
14,wing,-0.043704986572265625
14,wing,-0.05959135293960571
18,wing,0.02397310733795166
18,wing,-0.06270051002502441
18,wing,-0.24906831979751587
18,wing,-0.05621153116226196
18,wing,-0.07115322351455688
45,wing,-0.01623713970184326
45,wing,-0.00798344612121582
45,wing,-0.032513201236724854
45,wing,-0.02027606964111328
45,wing,-0.634827733039856
23,wing,-0.6237806081771851
23,wing,-0.11028379201889038
23,wing,-0.52677321434021
23,wing,-0.06669551134109497
23,wing,-0.07469773292541504
29,wing,-0.12900382280349731
29,wing,-0.05611687898635864
29,wing,-0.0410541296005249
29,wing,-0.05058562755584717
29,wing,-0.03617733716964722
26,wing,-0.48054611682891846
26,wing,-0.4425874948501587
26,wing,-0.4349537491798401
26,wing,-0.4236713647842407
26,wing,-0.44550567865371704
22,wing,-0.5997309684753418
22,wing,-0.14449018239974976
22,wing,-0.20994561910629272
22,wing,-0.5697863101959229
22,wing,-0.11386775970458984
36,wing,-0.00969916582107544
36,wing,-0.016267001628875732
36,wing,-0.013008594512939453
36,wing,-0.011375248432159424
36,wing,-0.010972380638122559
43,wing,-0.2881249785423279
43,wing,-0.5681854486465454
43,wing,-0.022365808486938477
43,wing,-0.09309583902359009
43,wing,-0.020815759897232056
39,wing,-0.10830295085906982
39,wing,-0.03132349252700806
39,wing,0.2388828992843628
