sid_A,part,drop_A
39,wing,-0.6701769828796387
39,wing,-0.8399620652198792
12,wing,-0.014249682426452637
12,wing,-0.014660179615020752
12,wing,-0.014100849628448486
12,wing,-0.014093101024627686
12,wing,-0.6518129110336304
41,wing,-0.020020723342895508
41,wing,-0.19743108749389648
41,wing,0.003462493419647217
41,wing,-0.016624867916107178
41,wing,0.092587411403656
40,wing,-0.24951386451721191
40,wing,-0.04289448261260986
40,wing,-0.19607311487197876
40,wing,-0.056400954723358154
40,wing,-0.0617673397064209
9,wing,-0.05481827259063721
9,wing,-0.05508524179458618
9,wing,-0.05526477098464966
9,wing,-0.05031520128250122
9,wing,-0.05482840538024902
25,wing,-0.19347161054611206
25,wing,-0.3212682008743286
25,wing,-0.20821189880371094
25,wing,-0.1302984356880188
25,wing,-0.014447987079620361
37,wing,-0.027264893054962158
37,wing,-0.038680851459503174
37,wing,-0.037294089794158936
37,wing,-0.04446101188659668
37,wing,0.013726860284805298
4,wing,-0.008101940155029297
4,wing,-0.20753973722457886
4,wing,-0.006247282028198242
4,wing,-0.015333890914916992
4,wing,-0.008272528648376465
15,wing,-0.022617816925048828
15,wing,-0.0035231709480285645
15,wing,-0.003964841365814209
15,wing,-0.006222188472747803
15,wing,-0.006585061550140381
19,wing,-0.029545724391937256
19,wing,-0.023510515689849854
19,wing,-0.004412591457366943
19,wing,-0.9422034621238708
19,wing,-0.05568617582321167
10,wing,-0.4244919419288635
10,wing,-0.41724103689193726
10,wing,-0.37048178911209106
10,wing,-0.4106099009513855
10,wing,-0.27751803398132324
1,wing,-0.05024063587188721
1,wing,-0.05223798751831055
1,wing,-0.08117353916168213
1,wing,-0.36873888969421387
1,wing,-0.4776075482368469
13,wing,-0.35040152072906494
13,wing,-0.2299039363861084
13,wing,-0.32660913467407227
13,wing,-0.3931232690811157
13,wing,-0.37050098180770874
8,wing,-0.00823432207107544
8,wing,-0.018372297286987305
8,wing,-0.0971265435218811
8,wing,-0.056091487407684326
8,wing,-0.03142547607421875
22,foot,-0.2181585431098938
22,foot,0.017613351345062256
22,foot,-0.0327189564704895
22,foot,-0.030668199062347412
22,foot,-0.02820044755935669
28,foot,-0.006533920764923096
28,foot,-8.046627044677734e-06
28,foot,-0.011909425258636475
28,foot,-0.23281461000442505
28,foot,-1.8656253814697266e-05
3,foot,-0.01242297887802124
3,foot,-0.15161705017089844
3,foot,-0.07401186227798462
3,foot,-0.007187843322753906
3,foot,-0.01175159215927124
9,foot,-0.0008199214935302734
9,foot,-0.0008240342140197754
9,foot,-0.0001309514045715332
9,foot,-0.0033693909645080566
9,foot,-0.00036662817001342773
0,foot,-0.006267726421356201
0,foot,-0.5651960372924805
0,foot,-0.0026977062225341797
0,foot,-0.02214813232421875
0,foot,-0.36751842498779297
36,foot,-0.10679614543914795
36,foot,-0.0645599365234375
36,foot,-0.09106063842773438
36,foot,-0.1029093861579895
36,foot,-0.08103281259536743
27,foot,-0.2216489315032959
27,foot,-0.13176017999649048
27,foot,-0.5768425464630127
27,foot,-0.26921337842941284
27,foot,-0.3528488874435425
40,foot,-0.07672595977783203
40,foot,-0.28749823570251465
40,foot,-0.1505691409111023
40,foot,-0.07695645093917847
40,foot,-0.5664623975753784
8,foot,-0.006554067134857178
8,foot,-0.05275362730026245
8,foot,-0.015068471431732178
8,foot,-0.026216506958007812
8,foot,-0.056288957595825195
12,foot,-0.0295792818069458
12,foot,-0.03456932306289673
12,foot,-0.04439651966094971
12,foot,-0.01675093173980713
12,foot,-0.9419100880622864
7,foot,-0.7376701831817627
7,foot,-0.45148104429244995
7,foot,-0.45546960830688477
7,foot,-0.5007039308547974
7,foot,-0.4710386395454407
11,foot,-0.03805387020111084
11,foot,-0.15391433238983154
11,foot,-0.05934500694274902
11,foot,-0.5252037048339844
11,foot,-0.23591244220733643
6,foot,-0.012826323509216309
6,foot,-0.010892212390899658
6,foot,-1.0848045349121094e-05
6,foot,-0.0001717209815979004
6,foot,-0.0006391406059265137
30,foot,-0.7896604537963867
30,foot,-0.7463232278823853
30,foot,-0.9002206325531006
30,foot,-0.04539227485656738
30,foot,-0.7358444929122925
48,foot,-0.002279222011566162
48,foot,0.9157870411872864
48,foot,0.09265798330307007
48,foot,-0.2834383249282837
48,foot,0.06468655169010162
34,foot,-0.011745154857635498
34,foot,-0.08870398998260498
34,foot,-0.01177680492401123
34,foot,-0.012699127197265625
34,foot,-0.1008155345916748
2,foot,-0.026016831398010254
2,foot,-0.35952097177505493
2,foot,-0.053547561168670654
2,foot,-0.06715351343154907
2,foot,-0.36945873498916626
44,foot,-0.3681381344795227
44,foot,-0.551791787147522
44,foot,-0.3216930031776428
44,foot,-0.35538309812545776
44,foot,-0.37657463550567627
23,foot,-0.00969010591506958
23,foot,-0.0006065964698791504
23,foot,-0.5264368057250977
23,foot,-7.766485214233398e-05
23,foot,-0.019509971141815186
39,foot,-0.2877945303916931
39,foot,-0.0860866904258728
39,foot,-0.2179582715034485
39,foot,0.10196739435195923
39,foot,-0.028703033924102783
41,foot,-0.6526532173156738
41,foot,-0.6234490871429443
41,foot,-0.5902659893035889
41,foot,-0.6188850402832031
41,foot,0.007781475782394409
42,foot,-0.5820044875144958
42,foot,-0.5562148094177246
42,foot,-0.5159199237823486
42,foot,-0.5262530446052551
42,foot,-0.540577232837677
17,foot,-0.006732583045959473
17,foot,0.0022735595703125
17,foot,-0.09319126605987549
17,foot,-0.0010890960693359375
17,foot,-0.003985464572906494
43,foot,-0.07991725206375122
43,foot,-0.04188770055770874
43,foot,-0.033039093017578125
43,foot,-0.03326737880706787
43,foot,0.14485330879688263
19,foot,-0.0008797645568847656
19,foot,-0.0010052919387817383
19,foot,-0.0006032586097717285
19,foot,-0.5008846521377563
19,foot,-0.017613589763641357
13,foot,-0.017960011959075928
13,foot,-0.03120887279510498
13,foot,-0.036010801792144775
13,foot,-0.015433847904205322
13,foot,-0.018384218215942383
18,foot,-0.03757423162460327
18,foot,-0.008153796195983887
18,foot,-0.07405358552932739
18,foot,0.0021119117736816406
18,foot,-0.008131086826324463
45,foot,-0.04552149772644043
45,foot,-0.003058791160583496
45,foot,-0.0034844279289245605
45,foot,-0.0040850043296813965
45,foot,0.2889377474784851
35,foot,-0.00698775053024292
35,foot,-0.0401461124420166
35,foot,-0.028147220611572266
35,foot,-0.004552781581878662
35,foot,-0.000876307487487793
16,foot,-0.18495315313339233
16,foot,-0.7583250999450684
16,foot,-0.05937802791595459
16,foot,-0.8247559666633606
16,foot,-0.4113019108772278
25,foot,-0.27298587560653687
25,foot,-0.7402046918869019
25,foot,-0.1456538438796997
25,foot,-0.6580599546432495
25,foot,-0.8551321029663086
20,foot,-0.014659583568572998
20,foot,-0.23340845108032227
20,foot,-0.2203902006149292
20,foot,-0.026871025562286377
20,foot,-0.37207406759262085
5,foot,-0.5929882526397705
5,foot,-0.04692351818084717
5,foot,-0.5197012424468994
5,foot,-0.11552906036376953
5,foot,-0.03659600019454956
49,foot,-0.09139657020568848
49,foot,-0.09768140316009521
49,foot,-0.7788020372390747
49,foot,-0.7832472920417786
49,foot,-0.7590046525001526
29,foot,-0.06033527851104736
29,foot,-0.362033486366272
29,foot,-0.3588998317718506
29,foot,-0.04770791530609131
29,foot,-0.049116313457489014
14,foot,-0.0668073296546936
14,foot,-0.8758248090744019
14,foot,-0.21000069379806519
14,foot,-0.0010987520217895508
14,foot,-0.0859445333480835
26,foot,-0.02875351905822754
26,foot,-0.05722522735595703
26,foot,-0.01753002405166626
26,foot,-0.06578749418258667
26,foot,-0.11150127649307251
15,foot,0.00025349855422973633
15,foot,3.343820571899414e-05
15,foot,-0.00021350383758544922
15,foot,-0.00021207332611083984
15,foot,-9.971857070922852e-05
31,foot,-0.17359185218811035
31,foot,-0.8308078050613403
31,foot,-0.11553144454956055
31,foot,-0.044753849506378174
31,foot,-0.0370059609413147
38,foot,-0.7285827398300171
38,foot,-0.7974288463592529
38,foot,-0.7652348875999451
38,foot,-0.20963984727859497
38,foot,-0.7576403617858887
46,foot,-0.25430506467819214
46,foot,-0.018712639808654785
46,foot,-0.3263988494873047
46,foot,0.012922823429107666
46,foot,-0.03796100616455078
4,foot,-0.017985522747039795
4,foot,-0.8162264227867126
4,foot,-0.0039740800857543945
4,foot,-0.015050053596496582
4,foot,-0.009239554405212402
33,foot,-0.1263783574104309
33,foot,-0.03399783372879028
33,foot,-0.04798680543899536
33,foot,-0.023702919483184814
33,foot,-0.11937016248703003
24,foot,-0.016826629638671875
24,foot,0.001971721649169922
24,foot,0.009009122848510742
24,foot,0.00010061264038085938
24,foot,-0.005445957183837891
47,foot,-0.6955604553222656
47,foot,-0.27303045988082886
47,foot,-0.0016110539436340332
47,foot,-0.14054960012435913
47,foot,0.0004583001136779785
10,foot,-0.006461381912231445
10,foot,-0.022564053535461426
10,foot,-0.013845741748809814
10,foot,-0.027754008769989014
10,foot,-0.011572003364562988
21,foot,-0.614445686340332
21,foot,-0.832055926322937
21,foot,-0.4806089997291565
21,foot,-0.4634736180305481
21,foot,-0.5670152902603149
37,foot,-0.08165591955184937
37,foot,-0.032350242137908936
37,foot,-0.049519896507263184
37,foot,-0.03657197952270508
37,foot,0.1562008261680603
1,foot,-0.0008150935173034668
1,foot,-1.430511474609375e-05
1,foot,-0.00020951032638549805
1,foot,-0.01022040843963623
1,foot,-0.0050048828125
32,foot,-0.032328128814697266
32,foot,-0.014756262302398682
32,foot,-0.020402133464813232
32,foot,-0.006878018379211426
32,foot,-0.009306013584136963
